Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
8023,$500 that is a loooot of electricity!,Joey,joy,809,5,6,6,"00:08:26,756","00:08:33,178"
8027,You serious?,Joey,surprise,809,9,6,6,"0:08:42,313","0:08:42,905"
8064,Is that my ass?,Richard,joy,811,10,7,24,"00:13:06,076","00:13:08,328"
8075,Let me see the earrings.,Chandler,neutral,812,10,5,19,"0:21:45,762","0:21:46,764"
8080,Mm-Hm,Ross,neutral,812,15,5,19,"0:22:02,867","0:22:04,037"
8089,Oh my God.,Rachel,surprise,813,8,4,15,"00:18:19,515","00:18:22,767"
8095,"Okay, here we go.",Chandler,neutral,814,3,7,14,"00:18:34,196","00:18:36,697"
8100,"Well, I’m not gonna talk because",Carl,neutral,815,3,6,17,"00:16:39,540","00:16:43,292"
8110,But she just came up here!,Phoebe,surprise,817,3,5,23,"0:20:25,516","0:20:27,660"
8120,Okay.,Chandler,neutral,817,13,5,23,"00:20:52,793","00:20:53,834"
8129,"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy..",Paula,neutral,818,7,1,3,"00:07:25,862","00:07:31,616"
8137,"No I’m serious, we should tell each other",Chandler,neutral,819,7,7,4,"00:06:11,621","00:06:15,749"
8154,"Nothing, I’m just practicing blowing you off because I’m gonna be a big movie star!",Joey,surprise,820,3,7,19,"00:00:13,972","00:00:16,724"
8159,It’s really classy!,Joey,joy,820,8,7,19,"00:00:26,609","00:00:30,320"
8163,But then this guy’s right after him.,Joey,neutral,820,12,7,19,"00:00:42,083","00:00:44,209"
8177,Like the guy on the other side of you was Smelly von Brownshirt.,Ross,neutral,821,4,6,18,"00:10:02,059","00:10:06,271"
8213,"Ooh, let’s see it!",Phoebe,joy,824,1,7,5,"00:21:20,070","00:21:23,948"
8220,There’s our star!,Monica,joy,826,1,3,22,"0:05:50,187","0:05:51,314"
8236,I know!!,Monica,joy,827,12,3,16,"00:05:24,198","00:05:25,449"
8247,What's goin' on?,Ross,neutral,828,7,1,5,"00:11:12,171","00:11:13,630"
8251,So?,Ross,neutral,828,11,1,5,"0:11:20,888","0:11:21,868"
8261,Watch it lady!,Chandler,anger,830,2,3,7,"0:22:11,708","0:22:13,764"
8264,Varrrrrrrrroom.,Chandler,joy,830,5,3,7,"00:22:26,678","00:22:28,012"
8267,Ross do you realise this is the first time in my life I’m doing something I actually care about.,Rachel,anger,831,0,3,15,"00:12:08,060","00:12:15,442"
8269,I mean.,Rachel,neutral,831,2,3,15,"0:12:15,609","0:12:15,921"
8276,"I’m sorry I’m late, did I miss anything?",Ross,neutral,832,1,4,10,"00:00:04,963","00:00:06,755"
8281,"Oh, yeah! How did you meet her?",Chandler,surprise,832,6,4,10,"0:00:24,733","0:00:26,155"
8284,"Okay, it was just me and her at the back of the train, and I sat near the door, so she’d have to pass by me if she wanted to switch cars.",Ross,joy,832,9,4,10,"00:00:33,199","00:00:40,748"
8288,"She seems really great, but she’s like totally great, but she lives two and a half hours away.",Ross,joy,832,13,4,10,"00:00:47,255","00:00:50,632"
8299,"So do you think that these pictures—Are, are they trying to tell a story?",Monica,neutral,834,1,6,12,"00:03:47,602","00:03:50,979"
8305,"You see, now, I would date this girl.",Rachel,neutral,834,7,6,12,"00:04:20,385","00:04:23,512"
8313,I don’t know.  Me neither.,Phoebe,neutral,834,15,6,12,"00:04:43,283","00:04:47,286"
8366,"Oh, Pheebs, Pheebs...",Rachel,joy,840,7,1,12,"00:13:14,502","00:13:15,585"
8370,"Oh, I don't make them a lot because I don't think it's fair to the other cookies",Phoebe,neutral,840,11,1,12,"00:13:51,497","00:13:55,416"
8371,"All right, well, you're right, these are the best oatmeal cookies I've ever had.",Rachel,surprise,840,12,1,12,"00:14:01,090","00:14:05,635"
8383,Phoebe and Rachel!,Chandler,anger,841,8,6,22,"00:20:21,803","00:20:24,055"
8392,"Hey, did she buy it?",Phoebe,neutral,841,17,6,22,"0:21:10,185","0:21:11,787"
8394,So did Heldi show you the place?,Phoebe,neutral,841,19,6,22,"0:21:13,605","0:21:15,107"
8409,Did I use that already today? I’m sorry.,Phoebe,sadness,842,6,7,15,"00:06:33,226","00:06:36,144"
8412,Joe.,Rachel,neutral,842,7,7,15,"0:06:37,230","0:06:40,612"
8438,"Thank you, Dr. Phillips, but I’m having my lunch at this table, here in the middle.",Ross,neutral,844,1,4,11,"00:16:36,078","00:16:43,835"
8454,"Wow, Rhonda.",Ross,surprise,844,17,4,11,"00:18:31,860","00:18:33,569"
8463,"And remember, there is no ‘I’ in team.",Doug,neutral,845,4,3,24,"00:04:08,957","00:04:14,211"
8464,"Yes, but there’s two in martini, soo everybody",Chandler,joy,845,5,3,24,"00:04:14,462","00:04:18,465"
8467,"No-no, I heard what you said, funny.",Doug,neutral,845,8,3,24,"0:04:24,889","0:04:26,308"
8468,I like funny.,Doug,joy,845,9,3,24,"0:04:26,308","0:04:28,332"
8470,Good to have you aboard Bing!,Doug,joy,845,11,3,24,"00:04:31,688","00:04:33,689"
8497,Really? That's great!,Ross,joy,849,1,5,18,"00:03:55,610","00:03:57,152"
8511,"Well, you’re not gonna believe this, but if you have seven minutes",Chandler,neutral,850,3,7,12,"00:21:34,376","00:21:38,546"
8513,Do you wanna?,Chandler,neutral,850,5,7,12,"00:21:41,341","00:21:42,758"
8527,Hey listen.. let me give you a little tip.,Joey,neutral,851,12,7,17,"00:05:55,480","00:05:57,314"
8534,"Sounds great! Okay, alright, well where does this go?",Joey,joy,851,18,7,17,"00:06:13,289","00:06:15,874"
8548,"Look, I-I’m really sorry I let go of the bike.",Ross,sadness,853,2,7,9,"00:14:33,664","00:14:37,500"
8549,I could’ve been killed I hope you know!,Phoebe,anger,853,3,7,9,"00:14:37,710","00:14:39,752"
8556,What?! Why?!,Phoebe,surprise,853,10,7,9,"00:15:15,539","00:15:17,707"
8557,"Because! Because, it-it-it’s… It’d be like you having this guitar  and-and never playing it. Okay, this guitar",Ross,anger,853,11,7,9,"00:15:17,875","00:15:30,553"
8567,Everything on your application looks really good—Ohh!,Joey,joy,855,0,6,3,"00:11:12,421","00:11:15,173"
8583,Right here.,Ross,neutral,857,3,5,1,"00:12:02,304","00:12:03,972"
8594,"Oh-okay, I get the game now.",Phoebe,neutral,858,2,4,13,"00:04:19,467","00:04:21,260"
8598,The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone.,Joey,neutral,858,6,4,13,"00:04:33,481","00:04:41,280"
8602,Really?,Chandler,surprise,858,10,4,13,"00:04:49,956","00:04:50,998"
8603,"Look, you guys have been to every play I’ve ever been in, have I ever had chemistry on stage?",Joey,neutral,858,11,4,13,"00:04:51,165","00:04:54,751"
8630,What?,Monica,surprise,861,4,1,8,"00:04:18,299","00:04:19,424"
8637,Oh God!,Monica,surprise,861,11,1,8,"00:04:34,983","00:04:36,233"
8638,The fuzzy little mints at the bottom of her purse.,Monica,neutral,861,12,1,8,"00:04:42,991","00:04:45,158"
8644,"Not just restaurants, from our house.",Mr. Geller,neutral,861,18,1,8,"00:04:57,755","00:05:00,799"
8666,"Stop saying, ""Blood"" to strangers.",Ross,sadness,865,4,7,11,"00:12:21,699","00:12:24,492"
8668,"Okay, you’re fine.",Monica,neutral,865,6,7,11,"00:12:32,752","00:12:34,127"
8676,"Really, it’s fine, whatever you want.",Ross,neutral,866,6,4,23,"00:19:56,195","00:19:59,447"
8694,Why?! How?! How is he a genius?,Ross,surprise,869,1,3,12,"0:12:33,169","0:12:37,048"
8730,I knew I shouldn’t have mentioned it! That’s what I wanted to name my kid!,Joey,sadness,871,10,4,18,"00:05:28,494","00:05:32,622"
8735,Nothing! It's an expression.,Mrs. Geller,neutral,872,4,1,2,"0:09:50,798","0:09:52,530"
8762,Wait a minute!,Rachel,anger,874,13,5,13,"0:21:49,242","0:21:51,612"
8773,"Excuse me, umm, can I talk to you over here for just a second?",Monica,anger,875,8,5,5,"00:08:01,856","00:08:04,983"
8788,Do you have a minute?,Tag,neutral,879,0,7,4,"0:20:51,959","0:20:52,761"
8796,I don’t think I should say.,Tag,neutral,883,0,7,4,"00:21:20,195","00:21:23,698"
8798,Okay.,Tag,neutral,883,2,7,4,"0:21:31,915","0:21:32,625"
8836,Hi!,Phoebe,joy,886,9,4,17,"0:13:39,319","0:13:40,006"
8859,"No, I tired!",Ross,surprise,887,9,6,17,"00:19:47,936","00:19:49,896"
8861,That’s why I’m here.,Ross,anger,887,11,6,17,"0:19:53,125","0:19:54,611"
8873,One swift kick and he’ll back off.,Emily,neutral,888,9,4,15,"00:16:42,584","00:16:44,669"
8894,Ross got married again—Nooooooo!!!!!!!!!,Rachel,surprise,890,4,6,4,"00:19:28,125","00:19:31,127"
8896,Oh!  She’s growing inside you.,Chandler,neutral,891,1,8,16,"00:02:24,811","00:02:27,354"
8900,I think that’s the youngest girl ever to reject me.,Chandler,joy,891,5,8,16,"0:02:29,858","0:02:33,425"
8904,I thought you already have a job.,Joey,neutral,892,2,8,21,"0:03:53,984","0:03:55,152"
8908,Wow! How do you know how to do that?!,Joey,surprise,892,6,8,21,"0:04:08,666","0:04:10,838"
8918,"The front page? You really do live in your own little world, don’t ya?",Chandler,sadness,892,16,8,21,"00:04:42,366","00:04:47,329"
8936,And I swear I’ll do a really good job.,Joey,joy,893,14,7,16,"0:05:26,714","0:05:29,434"
8943,Of course I do! And I’m gonna give it back to you as soon as they’re done with it at the key shining place.,Phoebe,neutral,895,1,8,3,"00:07:37,165","00:07:46,798"
8994,Oy!,Mischa,neutral,900,15,3,15,"00:05:06,597","00:05:08,098"
9025,Pheebs!!,Chandler,joy,902,10,7,14,"00:14:54,602","00:14:55,643"
9075,Who are you talking too?,The Smoking Woman,surprise,907,8,5,16,"00:07:01,170","00:07:04,089"
9086,What? Is it the comet?,Ross,neutral,908,5,7,12,"0:02:34,925","0:02:35,632"
9087,"No! No-no. Look, there’s a bug stuck in tar right here.",Joey,surprise,908,6,7,12,"00:02:36,156","00:02:39,867"
9091,Right-right up here.,Joey,neutral,908,10,7,12,"00:03:01,890","00:03:03,765"
9102,Uh-huh.,Phoebe,neutral,909,4,8,10,"0:15:36,571","0:15:37,043"
9108,Hi.. how was the game?,Monica,neutral,910,0,1,3,"00:10:57,198","00:10:58,365"
9122,I personally could have a gallon of Alan.,Chandler,joy,910,14,1,3,"00:11:49,166","00:11:51,376"
9123,"Well I had a great time! Learned how to bake, ate great food, that’s the first A I’ve gotten since seventh grade,",Joey,joy,911,0,8,21,"00:21:14,524","00:21:26,828"
9125,What the hell!,Joey,surprise,911,2,8,21,"0:21:28,830","0:21:29,882"
9152,"Hey, Rach. How was it with your friends?  Okay! How would you like some Tiki Death Punch?",Monica,joy,914,0,1,4,"00:08:33,471","00:08:43,021"
9155,I'm sure they'll be here soon.,Monica,neutral,915,0,1,23,"0:15:39,229","0:15:40,751"
9168,And I mean-I’m having a lot of fun.,Ross,joy,916,3,8,11,"00:12:30,166","00:12:34,335"
9244,"No not you, Dr. Drake Remoray. You can ask him questions and see what’s he like. People tell doctors everything.",Phoebe,neutral,924,4,8,23,"00:16:18,632","00:16:26,723"
9247,You do attract some stinkers.,Joey,sadness,924,6,8,23,"00:16:31,562","00:16:34,815"
9259,"No. When it comes to sweets, he’s surprisingly strict.",Chandler,sadness,926,2,6,2,"00:03:05,560","00:03:08,812"
9261,"No, no, I keep trying, y’know?",Chandler,anger,926,4,6,2,"00:03:12,192","00:03:15,485"
9267,That’s it.,Monica,neutral,926,9,6,2,"00:03:26,414","00:03:29,666"
9270,All right.,Chandler,neutral,926,12,6,2,"0:03:34,548","0:03:35,774"
9271,Hey Monica!,Joey,joy,926,13,6,2,"0:03:36,841","0:03:37,603"
9291,"No Mon,",Rachel,neutral,929,4,3,9,"00:00:19,436","00:00:24,648"
9302,And?,Joey,neutral,930,8,7,6,"0:02:37,510","0:02:39,472"
9322,What about all the guys that you've got the phone numbers from?    Why don't you just kiss one of them?,Monica,neutral,932,9,9,20,"00:22:30,796","00:22:37,010"
9345,"Okay, but I don’t see you asking any other paying customers to put on aprons.",Joey,sadness,933,15,6,12,"00:10:42,767","00:10:46,394"
9349,Yeah?,Joey,neutral,933,19,6,12,"0:10:51,359","0:10:52,255"
9353,"I want to let her know that there was a cancellation and if she’s still interested in having the Bing-Geller wedding at our facility, it is available",The Museum Official,neutral,934,3,6,22,"00:09:43,666","00:09:52,173"
9355,Thank you.,Monica,neutral,935,0,5,23,"0:16:13,347","0:16:15,016"
9358,Y'know Monica you had a minor setback in your relationship with Chandler. Big deal! It's only Chandler.  I am,Phoebe,neutral,935,3,5,23,"00:16:19,311","00:16:29,195"
9363,Tell him that you're sorry and that you love him.,Phoebe,anger,935,8,5,23,"00:16:41,500","00:16:43,376"
9367,Comin' out. Place your bet.  Dice are out.  Double or nothin'! Pay the front line!,The Croupier,joy,935,12,5,23,"00:17:04,273","00:17:12,405"
9368,Hmm.,Monica,neutral,935,13,5,23,"00:17:16,744","00:17:18,369"
9377,But I have to tell him how I feel!,Rachel,sadness,936,8,4,23,"0:20:39,155","0:20:41,060"
9388,"I’m sorry, I know this must be really hard, it’s over.",Phoebe,sadness,936,19,4,23,"00:21:08,475","00:21:14,146"
9393,Let us begin.,Ross,neutral,937,2,8,12,"00:21:19,528","00:21:20,528"
9395,Here.,Ross,neutral,937,4,8,12,"0:21:29,288","0:21:29,850"
9397,Now as for the hydrosaurs,Ross,neutral,937,6,8,12,"00:21:35,752","00:21:38,713"
9401,Great.,Joey,joy,938,3,3,20,"0:22:11,747","0:22:12,248"
9406,"Oh, she’s not home huh?",Joey,surprise,938,8,3,20,"00:22:28,764","00:22:30,723"
9408,Hey!,Phoebe,anger,939,0,9,1,"0:05:55,104","0:05:55,786"
9416,I  like to think of myself as the puppet master of the group.,Phoebe,sadness,939,8,9,1,"00:06:12,705","00:06:16,500"
9423,"Oh uh, hey Pheebs. Uh y’know what? I’ll-I’ll come  back later.",Joey,neutral,939,15,9,1,"00:06:43,111","00:06:48,323"
9426,I guess so.,Rachel,neutral,939,18,9,1,"00:07:05,049","00:07:07,217"
9428,I can’t say that I’m surprised.,Rachel,neutral,939,20,9,1,"00:07:10,138","00:07:11,972"
9431,Cute naked guy is really starting to put on weight.,Phoebe,joy,940,2,3,6,"00:01:55,698","00:01:58,325"
9435,Bye-bye!  That’s why I moved out.,Phoebe,joy,940,6,3,6,"00:02:13,424","00:02:18,720"
9447,"Actually I ah, I am a poet.",Julio,neutral,941,9,3,12,"00:06:16,959","00:06:20,212"
9452,"How would that go?  Well, it didn't rhyme, but I liked it.",Monica,joy,941,14,3,12,"00:06:58,960","00:07:15,392"
9453,"Last stop, Montreal. This stop is Montreal.",The Conductor,neutral,942,0,4,10,"00:19:52,107","00:19:56,944"
9511,Thata girl! Huh? We should get out of here.. there’s a new class comin’ in.,Joey,joy,947,7,8,21,"00:09:14,054","00:09:19,518"
9520,"And there's a country called Argentinaaaa,    it's a place I've never seeeeen.",Phoebe,neutral,948,0,9,19,"00:06:21,006","00:06:26,720"
9522,Human spleeeen.,Phoebe,neutral,948,2,9,19,"00:06:33,352","00:06:37,231"
9524,What are you doing here!,Monica,surprise,948,4,9,19,"00:06:40,734","00:06:42,164"
9526,Great!,Monica,joy,948,6,9,19,"0:06:46,532","0:06:47,094"
9543,"I know we're not, but  Frank Medeio and...  Eva Trorro... womba...",Joey,neutral,949,7,9,23,"00:18:25,062","00:18:29,315"
9547,In that case should I make sure it's on real good?,Joey,neutral,949,11,9,23,"00:18:43,997","00:18:47,667"
9551,This year was supposed to be great!,Ross,anger,950,2,5,11,"00:18:02,706","00:18:05,458"
9560,Howdy partner!,Joey,joy,950,10,5,11,"0:18:47,835","0:18:47,977"
9566,"Okay, now that everything's wrapped up here, I think I'm, I'm gonna go do my laundry.",Monica,neutral,950,16,5,11,"00:19:18,282","00:19:21,659"
9577,Hey Mikey,Phoebe,neutral,953,0,9,12,"00:08:13,618","00:08:16,036"
9578,Hey P,Mike,neutral,953,1,9,12,"00:08:13,618","00:08:16,218"
9583,"No, Mike, I don't want to kill him!",Phoebe,anger,953,6,9,12,"00:08:23,669","00:08:26,992"
9600,"Hmmm, soup!",Joey,joy,954,0,5,18,"00:15:35,267","00:15:44,067"
9601,"Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?",Carol,neutral,954,1,5,18,"00:15:45,069","00:15:49,155"
9606,What one? You wanted him to invite you to the party and he did it!,Monica,surprise,955,0,5,7,"00:08:46,901","00:08:49,569"
9621,Are you close with them?,Danny,neutral,956,7,5,10,"0:18:11,465","0:18:12,857"
9623,"Okay, listen, I really like you.",Danny,neutral,956,9,5,10,"0:18:18,055","0:18:19,367"
9637,I wrote you a letter.,Rachel,neutral,959,3,4,1,"00:05:53,102","00:05:54,644"
9643,"Okay, I’ll be up in,  18 pages. Front and back. Very exciting.",Ross,joy,959,9,4,1,"00:06:39,649","00:06:48,365"
9658,Nothing!   This is not over!,Phoebe,anger,961,3,5,12,"00:06:03,404","00:06:04,446"
9660,What?!,Phoebe,surprise,961,5,5,12,"0:06:07,137","0:06:07,749"
9720,"So ah, Monica ready yet?",Chip,neutral,965,4,4,2,"00:13:13,042","00:13:14,584"
9734,She is kicking so much!,Rachel,surprise,967,3,8,14,"0:03:25,200","0:03:27,026"
9750,Yeah!,Ross,anger,969,0,6,23,"00:08:59,914","00:09:03,375"
9772,"It took you that long to figure it out, huh?",Cassie,surprise,972,10,7,19,"00:14:17,731","00:14:19,649"
9783,"All right, I'll try not to.",Monica,neutral,973,9,3,1,"00:13:05,534","00:13:06,618"
9785,Do you think breaking up with him was a huge mistake?,Monica,sadness,973,11,3,1,"00:13:14,084","00:13:26,387"
9789,Okay.,Phoebe,neutral,973,15,3,1,"00:13:33,145","00:13:34,229"
9790,"Just-just, you know, the-the lovely waterfalls, and the, the trickling fountains.",Phoebe,joy,973,16,3,1,"00:13:38,067","00:13:40,610"
9812,"Ok, ok, so you're not a fan, but I mean, come on, you cannot do this to her.",Rachel,sadness,976,10,2,6,"00:05:40,548","00:05:48,388"
9823,"And y'know, and um, I...",Rachel,neutral,977,8,3,12,"0:21:31,790","0:21:34,522"
9836,You missed the exit!,Friend No. 2,surprise,978,6,3,6,"0:22:18,587","0:22:20,931"
9842,Dude!,Joey,joy,979,1,5,14,"00:21:00,259","00:21:01,926"
9848,Hey.,Chandler,neutral,981,0,6,14,"00:19:21,785","00:19:23,077"
9857,Really?!,Joey,surprise,982,4,6,6,"0:11:46,455","0:11:46,837"
9889,"Oh, I can't believe it!",Phoebe,surprise,986,3,5,14,"00:03:17,572","00:03:19,281"
9896,Phoebe just found out about Monica and Chandler.,Rachel,neutral,986,9,5,14,"00:03:28,625","00:03:30,792"
9898,"No. Joey, she",Rachel,neutral,986,11,5,14,"00:03:34,464","00:03:37,299"
9926,Just trying to get comfortable. I can't sleep in my underwear.,Joey,neutral,990,1,1,13,"00:13:07,620","00:13:13,249"
9927,"Well, you're gonna.",Chandler,neutral,990,2,1,13,"00:13:10,372","00:13:13,249"
9930,"Y'know what I mean, about how I'm always going out with all these women.",Joey,neutral,990,5,1,13,"00:13:31,769","00:13:34,771"
9938,You decided to go into the out-of-work actor business.,Chandler,neutral,990,13,1,13,"00:13:52,873","00:13:55,250"
9954,I don’t know anything about cooking.,Monica,neutral,991,9,8,21,"0:13:29,977","0:13:31,625"
9955,"I had to ask someone what it’s called when the, when the water makes those little bubbles.",Monica,neutral,991,10,8,21,"00:13:33,146","00:13:37,484"
9959,That’s right.,Monica,joy,991,14,8,21,"00:13:45,617","00:13:47,953"
9962,How's it going?,Monica,neutral,992,2,1,13,"00:15:54,244","00:15:56,621"
9963,Good. Oh oh! Roger's having a dinner thing and he wanted me to invite you guys.,Phoebe,joy,992,3,1,13,"00:15:56,789","00:15:59,540"
9972,Okay.,Phoebe,neutral,992,12,1,13,"0:16:21,147","0:16:22,050"
9976,Hey!,Ross,joy,993,0,4,8,"0:06:00,902","0:06:02,029"
9982,Yes that would have made more sense.,Chandler,sadness,994,2,5,5,"00:15:13,662","00:15:15,997"
9984,"All right, look, I'm just gonna ask you this one time.",Joey,neutral,994,4,5,5,"00:15:20,961","00:15:24,839"
9989,"Hey, if they have a ball maybe you can stick razor blades in it and teach them a new game, Gonna Need Stitches Ball.",Ross,neutral,995,1,5,10,"00:18:51,213","00:18:57,718"
10003,So what are you saying? It’s now or never?,Emily,anger,996,13,4,23,"0:11:42,827","0:11:44,709"
10011,"Hi, honey.",Monica,neutral,997,0,6,22,"00:12:49,226","00:12:50,727"
10037,"If it's not you, this is a horrible story.",Joey,sadness,1001,4,2,5,"00:05:08,433","00:05:11,184"
10039,"And, they made me head of purchasing, thank you very much.",Monica,joy,1001,6,2,5,"00:05:14,897","00:05:17,735"
10043,Yeah!,Rachel,joy,1001,10,2,5,"00:05:30,371","00:05:31,872"
10045,"So, what do you think?",Chandler,neutral,1002,0,1,12,"00:14:14,465","00:14:16,354"
10053,Gotcha.,Joey,neutral,1003,1,3,6,"00:12:01,429","00:12:02,595"
10068,"Ooh, absolutely!",Phoebe,joy,1005,1,5,7,"00:14:45,926","00:14:47,927"
10087,Go!,Phoebe,neutral,1005,19,5,7,"0:15:54,954","0:15:55,766"
10098,"Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S.",Ross,sadness,1007,2,3,10,"00:18:34,238","00:18:42,245"
10118,This isn't the first boyfriend bonfire that we've seen get out of control.,Fireman No. 3,neutral,1008,6,1,14,"00:16:43,711","00:16:46,838"
10126,What?,Phoebe,neutral,1009,4,1,4,"0:14:07,861","0:14:09,441"
10127,Do you have a plan?,Monica,neutral,1009,5,1,4,"0:14:09,557","0:14:10,829"
10136,"Uh, Pheebs? Who's George Snuffalopagus?",Rachel,neutral,1009,14,1,4,"00:15:12,036","00:15:15,330"
10139,"Oh, I wanna see! Lemme see! Lemme see!",Phoebe,joy,1009,17,1,4,"00:15:22,713","00:15:28,259"
10155,Hey!,Ross,joy,1011,2,3,5,"0:13:49,912","0:13:50,288"
10158,"Well, it’s about time.",Rachel,anger,1011,5,3,5,"0:14:00,089","0:14:01,721"
10159,"Ooh, very official.",Joey,neutral,1011,6,3,5,"0:14:01,721","0:14:03,055"
10166,"Okay, Phoebe, this Dr. Oberman. He has no strong feelings about Fonzie or any of the",Ross,neutral,1012,0,5,3,"00:07:58,060","00:08:07,569"
10177,Oh cool! You made him cry!,Frank,joy,1012,11,5,3,"00:08:38,684","00:08:41,019"
10178,"Hey, there’s uh, some people outside, askin’ about candy.",Ross,neutral,1013,0,7,9,"00:13:59,588","00:14:03,967"
10184,It’s Petty.  I’ll be right back with your ticket.,Policeman,neutral,1014,2,7,22,"00:20:37,903","00:20:43,574"
10189,Loved your Stevie Wonder last night.,Petrie,joy,1015,2,1,22,"00:19:47,811","00:19:50,271"
10209,"Oh, now you want a favour?",Ross,joy,1016,12,3,17,"0:15:37,728","0:15:40,320"
10218,"Look, I-I-I am sorry that Rachel dumped you ‘cause she fell in love with that Mark guy, and you are the innocent victim in all of this, but don’t punish your friends for what Rachel did to you.",Carol,neutral,1016,20,3,17,"00:16:06,298","00:16:14,263"
10240,Rachel!,Ross,anger,1018,6,8,8,"00:16:54,722","00:16:56,222"
10260,You need to give him money.,Monica,neutral,1019,8,7,10,"0:04:39,612","0:04:41,031"
10262,"No, to get a table! Places like this are always shakin’ you down. Everybody wants to be paid off.",Monica,anger,1019,10,7,10,"00:04:43,866","00:04:50,455"
10266,"Listen, we're a little bit in a hurry, so, if you can get us a table a little quicker, I'd appreciate it.",Chandler,neutral,1019,14,7,10,"00:05:02,385","00:05:07,306"
10269,I’d better get back to my desk.,Tag,neutral,1020,0,7,9,"00:04:01,241","00:04:04,743"
10288,Where are you going? The vicar won’t be home for hours.,Joey,joy,1022,5,7,2,"00:07:32,618","00:07:35,454"
10290,"Where do you think,  Zelda?",Joey,neutral,1022,7,7,2,"00:07:48,050","00:07:49,718"
10303,Oh no thanks. I don’t like,Chandler,neutral,1023,2,7,15,"00:14:40,170","00:14:44,299"
10306,"Oh well, it sounds to me like your family is ready to uh, rediscover its Scottish roots.",Ross,neutral,1023,5,7,15,"00:14:54,351","00:14:59,147"
10316,Hi!,Joey,joy,1024,0,6,3,"0:20:59,716","0:21:00,348"
10323,"Now, I’m gonna say a word and then you say the first thing that comes to mind.",Joey,neutral,1024,7,6,3,"00:21:16,984","00:21:21,070"
10334,"Monica, leave him alone",Phoebe,anger,1025,2,6,9,"0:11:54,214","0:11:56,135"
10356,"The weirdest thing happened at the coffee house, I think, I think Phoebe was hitting on me.",Chandler,surprise,1026,5,5,14,"00:06:39,607","00:06:44,069"
10366,Well it's not flexed right now!,Chandler,anger,1026,15,5,14,"00:07:18,521","00:07:21,148"
10376,He was planning a party for his girlfriend at the time.,Melissa,neutral,1028,2,7,20,"00:12:41,260","00:12:45,555"
10377,Oh well.,Melissa,neutral,1028,3,7,20,"00:12:45,723","00:12:47,307"
10381,Really? Like how?,Ben,surprise,1029,0,7,16,"00:03:53,983","00:03:57,989"
10387,Oh thank God!,Rachel,joy,1029,6,7,16,"00:04:16,214","00:04:18,048"
10394,"And then when they do it, they’re left with a big black pencil line right down the center of their face.",Rachel,neutral,1029,12,7,16,"00:04:34,274","00:04:39,611"
10398,Is this about me taking your watch?,Chloe,sadness,1030,1,3,16,"00:08:20,625","00:08:22,709"
10408,"Umm. Well, there’s Rachel, and umm, I think that’s it. How bout you?",Monica,neutral,1032,1,4,2,"00:15:02,943","00:15:08,239"
10411,"Devane, Kelly, and I run into Goldie from time to time.",Chip,neutral,1032,4,4,2,"00:15:10,784","00:15:15,830"
10428,Hey!,Ross,joy,1034,1,4,20,"00:04:21,010","00:04:23,595"
10436,Yes!  Shame about you man.,Joey,joy,1035,6,4,22,"00:02:55,758","00:02:58,844"
10440,"It's a money thing, we don't have any.",Stanley,sadness,1036,3,5,22,"00:19:27,666","00:19:30,001"
10463,So how was Joan?,Monica,neutral,1038,2,2,3,"00:00:07,173","00:00:08,173"
