Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,video_clip_path,Utterance_stemmed,Utterance_tokenized,emotion_neutral,emotion_anger,emotion_joy,emotion_sadness,emotion_surprise
7980,"Okay, Im sorry.",Rachel,sadness,804,9,4,4,"00:01:48,942","00:01:50,651",train_data/dia804_utt9.mp4,okay im sorri,"['okay', 'i\x92m', 'sorri']",0.6478922,0.043046456,0.13258979,0.15211378,0.024316534
7984,"Yeah-yeah, there it is, just a phone number a really hot girl gave me.",Ross,joy,805,3,4,5,"00:00:18,143","00:00:24,023",train_data/dia805_utt3.mp4,yeah-yeah phone number realli hot girl gave,"['yeah-yeah', 'phone', 'number', 'realli', 'hot', 'girl', 'gave']",0.33258435,0.080326185,0.47125754,0.062177602,0.0534971
7988,Thank you.,Phoebe,neutral,805,7,4,5,"00:00:56,014","00:00:57,222",train_data/dia805_utt7.mp4,thank,['thank'],0.6800498,0.1375597,0.07925854,0.044014525,0.059069306
7995,Hey! Howd it go?,Monica,sadness,806,6,8,2,"0:17:43,145","0:17:44,438",train_data/dia806_utt6.mp4,hey howd go,"['hey', 'how\x92d', 'go']",0.3936985,0.098147616,0.115943044,0.37495613,0.017080735
8023,$500 that is a loooot of electricity!,Joey,joy,809,5,6,6,"00:08:26,756","00:08:33,178",train_data/dia809_utt5.mp4,500 loooot electr,"['500', 'loooot', 'electr']",0.46718016,0.07332852,0.39267278,0.027337555,0.039423883
8027,You serious?,Joey,surprise,809,9,6,6,"0:08:42,313","0:08:42,905",train_data/dia809_utt9.mp4,you seriou,"['you', 'seriou']",0.48091626,0.081329234,0.15200059,0.08141327,0.20422101
8064,Is that my ass?,Richard,joy,811,10,7,24,"00:13:06,076","00:13:08,328",train_data/dia811_utt10.mp4,is ass,"['is', 'ass']",0.6493917,0.07071528,0.15631413,0.054621052,0.06887386
8075,Let me see the earrings.,Chandler,neutral,812,10,5,19,"0:21:45,762","0:21:46,764",train_data/dia812_utt10.mp4,let see ear,"['let', 'see', 'ear']",0.78102154,0.0570945,0.09431538,0.026382342,0.041152384
8080,Mm-Hm,Ross,neutral,812,15,5,19,"0:22:02,867","0:22:04,037",train_data/dia812_utt15.mp4,mm-hm,['mm-hm'],0.54523194,0.099701725,0.25242668,0.07199315,0.030481016
8089,Oh my God.,Rachel,surprise,813,8,4,15,"00:18:19,515","00:18:22,767",train_data/dia813_utt8.mp4,oh god,"['oh', 'god']",0.38299108,0.13493124,0.16955866,0.06527965,0.24703453
8095,"Okay, here we go.",Chandler,neutral,814,3,7,14,"00:18:34,196","00:18:36,697",train_data/dia814_utt3.mp4,okay go,"['okay', 'go']",0.67815465,0.061891004,0.1511117,0.065991156,0.042763446
8100,"Well, Im not gonna talk because",Carl,neutral,815,3,6,17,"00:16:39,540","00:16:43,292",train_data/dia815_utt3.mp4,well im gon na talk,"['well', 'i\x92m', 'gon', 'na', 'talk']",0.79185784,0.062108044,0.09208552,0.031526856,0.022371978
8110,But she just came up here!,Phoebe,surprise,817,3,5,23,"0:20:25,516","0:20:27,660",train_data/dia817_utt3.mp4,but came,"['but', 'came']",0.4624992,0.24513628,0.10119746,0.04059809,0.1503979
8120,Okay.,Chandler,neutral,817,13,5,23,"00:20:52,793","00:20:53,834",train_data/dia817_utt13.mp4,okay,['okay'],0.66463506,0.107865125,0.13174117,0.03044522,0.06526948
8129,"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy..",Paula,neutral,818,7,1,3,"00:07:25,862","00:07:31,616",train_data/dia818_utt7.mp4,well realis odd happen littl slimmer never get meet guy ..,"['well', 'realis', 'odd', 'happen', 'littl', 'slimmer', 'never', 'get', 'meet', 'guy', '..']",0.8053327,0.04848168,0.07871871,0.050990477,0.01644486
8137,"No Im serious, we should tell each other",Chandler,neutral,819,7,7,4,"00:06:11,621","00:06:15,749",train_data/dia819_utt7.mp4,no im seriou tell,"['no', 'i\x92m', 'seriou', 'tell']",0.7184081,0.12565978,0.10589797,0.014176128,0.035804152
8154,"Nothing, Im just practicing blowing you off because Im gonna be a big movie star!",Joey,surprise,820,3,7,19,"00:00:13,972","00:00:16,724",train_data/dia820_utt3.mp4,noth im practic blow im gon na big movi star,"['noth', 'i\x92m', 'practic', 'blow', 'i\x92m', 'gon', 'na', 'big', 'movi', 'star']",0.3240484,0.117480054,0.19254842,0.022068417,0.34360552
8159,Its really classy!,Joey,joy,820,8,7,19,"00:00:26,609","00:00:30,320",train_data/dia820_utt8.mp4,it realli classi,"['it\x92', 'realli', 'classi']",0.2302567,0.10421153,0.56084365,0.031387687,0.07310055
8163,But then this guys right after him.,Joey,neutral,820,12,7,19,"00:00:42,083","00:00:44,209",train_data/dia820_utt12.mp4,but guy right,"['but', 'guy\x92', 'right']",0.8107594,0.017609252,0.12826544,0.018399406,0.024934588
8177,Like the guy on the other side of you was Smelly von Brownshirt.,Ross,neutral,821,4,6,18,"00:10:02,059","00:10:06,271",train_data/dia821_utt4.mp4,like guy side smelli von brownshirt,"['like', 'guy', 'side', 'smelli', 'von', 'brownshirt']",0.7238233,0.08475105,0.09476734,0.030215643,0.066398315
8213,"Ooh, lets see it!",Phoebe,joy,824,1,7,5,"00:21:20,070","00:21:23,948",train_data/dia824_utt1.mp4,ooh let see,"['ooh', 'let\x92', 'see']",0.5207666,0.063772686,0.31267902,0.047841016,0.054868985
8220,Theres our star!,Monica,joy,826,1,3,22,"0:05:50,187","0:05:51,314",train_data/dia826_utt1.mp4,there star,"['there\x92', 'star']",0.42641175,0.20770638,0.17357606,0.12784313,0.06429059
8236,I know!!,Monica,joy,827,12,3,16,"00:05:24,198","00:05:25,449",train_data/dia827_utt12.mp4,i know,"['i', 'know']",0.2285437,0.06360694,0.61432904,0.052710876,0.04064381
8247,What's goin' on?,Ross,neutral,828,7,1,5,"00:11:12,171","00:11:13,630",train_data/dia828_utt7.mp4,what 's goin,"['what', ""'s"", 'goin']",0.7532879,0.0919963,0.13219038,0.010376339,0.012132649
8251,So?,Ross,neutral,828,11,1,5,"0:11:20,888","0:11:21,868",train_data/dia828_utt11.mp4,so,['so'],0.7249659,0.04757448,0.16978845,0.002814321,0.054840714
8261,Watch it lady!,Chandler,anger,830,2,3,7,"0:22:11,708","0:22:13,764",train_data/dia830_utt2.mp4,watch ladi,"['watch', 'ladi']",0.42317665,0.43101755,0.09253227,0.03810973,0.015084558
8264,Varrrrrrrrroom.,Chandler,joy,830,5,3,7,"00:22:26,678","00:22:28,012",train_data/dia830_utt5.mp4,varrrrrrrrroom,['varrrrrrrrroom'],0.4823686,0.10620415,0.29083362,0.09825422,0.022254888
8267,Ross do you realise this is the first time in my life Im doing something I actually care about.,Rachel,anger,831,0,3,15,"00:12:08,060","00:12:15,442",train_data/dia831_utt0.mp4,ross realis first time life im someth i actual care,"['ross', 'realis', 'first', 'time', 'life', 'i\x92m', 'someth', 'i', 'actual', 'care']",0.24898197,0.5499101,0.1428087,0.03604873,0.022088276
8269,I mean.,Rachel,neutral,831,2,3,15,"0:12:15,609","0:12:15,921",train_data/dia831_utt2.mp4,i mean,"['i', 'mean']",0.24908902,0.59431493,0.1085155,0.013550914,0.03438493
8276,"Im sorry Im late, did I miss anything?",Ross,neutral,832,1,4,10,"00:00:04,963","00:00:06,755",train_data/dia832_utt1.mp4,im sorri im late i miss anyth,"['i\x92m', 'sorri', 'i\x92m', 'late', 'i', 'miss', 'anyth']",0.6669913,0.08261305,0.1399815,0.053166527,0.057145547
8281,"Oh, yeah! How did you meet her?",Chandler,surprise,832,6,4,10,"0:00:24,733","0:00:26,155",train_data/dia832_utt6.mp4,oh yeah how meet,"['oh', 'yeah', 'how', 'meet']",0.24011542,0.05185142,0.1344711,0.050726842,0.522637
8284,"Okay, it was just me and her at the back of the train, and I sat near the door, so shed have to pass by me if she wanted to switch cars.",Ross,joy,832,9,4,10,"00:00:33,199","00:00:40,748",train_data/dia832_utt9.mp4,okay back train i sat near door shed pass want switch car,"['okay', 'back', 'train', 'i', 'sat', 'near', 'door', 'she\x92d', 'pass', 'want', 'switch', 'car']",0.23719513,0.02114141,0.70163417,0.028068123,0.011915991
8288,"She seems really great, but shes like totally great, but she lives two and a half hours away.",Ross,joy,832,13,4,10,"00:00:47,255","00:00:50,632",train_data/dia832_utt13.mp4,she seem realli great she like total great live two half hour away,"['she', 'seem', 'realli', 'great', 'she\x92', 'like', 'total', 'great', 'live', 'two', 'half', 'hour', 'away']",0.05299096,0.0044412217,0.9248937,0.012925285,0.0047270805
8299,"So do you think that these picturesAre, are they trying to tell a story?",Monica,neutral,834,1,6,12,"00:03:47,602","00:03:50,979",train_data/dia834_utt1.mp4,so think picturesar tri tell stori,"['so', 'think', 'pictures\x97ar', 'tri', 'tell', 'stori']",0.82147896,0.018655995,0.09927818,0.04310899,0.017439457
8305,"You see, now, I would date this girl.",Rachel,neutral,834,7,6,12,"00:04:20,385","00:04:23,512",train_data/dia834_utt7.mp4,you see i would date girl,"['you', 'see', 'i', 'would', 'date', 'girl']",0.7797605,0.09888373,0.06705003,0.020850422,0.03342562
8313,I dont know.  Me neither.,Phoebe,neutral,834,15,6,12,"00:04:43,283","00:04:47,286",train_data/dia834_utt15.mp4,i dont know me neither,"['i', 'don\x92t', 'know', 'me', 'neither']",0.8086478,0.08302274,0.073992595,0.022173904,0.012123205
8366,"Oh, Pheebs, Pheebs...",Rachel,joy,840,7,1,12,"00:13:14,502","00:13:15,585",train_data/dia840_utt7.mp4,oh pheeb pheeb ...,"['oh', 'pheeb', 'pheeb', '...']",0.21112363,0.034204252,0.54720795,0.02845445,0.17889825
8370,"Oh, I don't make them a lot because I don't think it's fair to the other cookies",Phoebe,neutral,840,11,1,12,"00:13:51,497","00:13:55,416",train_data/dia840_utt11.mp4,oh i n't make lot i n't think 's fair cooki,"['oh', 'i', ""n't"", 'make', 'lot', 'i', ""n't"", 'think', ""'s"", 'fair', 'cooki']",0.8283023,0.033511557,0.0929821,0.03425287,0.010866474
8371,"All right, well, you're right, these are the best oatmeal cookies I've ever had.",Rachel,surprise,840,12,1,12,"00:14:01,090","00:14:05,635",train_data/dia840_utt12.mp4,all right well 're right best oatmeal cooki i 've ever,"['all', 'right', 'well', ""'re"", 'right', 'best', 'oatmeal', 'cooki', 'i', ""'ve"", 'ever']",0.22334678,0.028090311,0.061356664,0.009533875,0.6775792
8383,Phoebe and Rachel!,Chandler,anger,841,8,6,22,"00:20:21,803","00:20:24,055",train_data/dia841_utt8.mp4,phoeb rachel,"['phoeb', 'rachel']",0.40742773,0.46492413,0.06544367,0.021783432,0.040327057
8392,"Hey, did she buy it?",Phoebe,neutral,841,17,6,22,"0:21:10,185","0:21:11,787",train_data/dia841_utt17.mp4,hey buy,"['hey', 'buy']",0.680004,0.12493592,0.123314045,0.033960156,0.037716348
8394,So did Heldi show you the place?,Phoebe,neutral,841,19,6,22,"0:21:13,605","0:21:15,107",train_data/dia841_utt19.mp4,so heldi show place,"['so', 'heldi', 'show', 'place']",0.7620847,0.098873585,0.103907414,0.011693124,0.023413492
8409,Did I use that already today? Im sorry.,Phoebe,sadness,842,6,7,15,"00:06:33,226","00:06:36,144",train_data/dia842_utt6.mp4,did i use alreadi today im sorri,"['did', 'i', 'use', 'alreadi', 'today', 'i\x92m', 'sorri']",0.40342405,0.11189782,0.20899418,0.23269524,0.04269025
8412,Joe.,Rachel,neutral,842,7,7,15,"0:06:37,230","0:06:40,612",train_data/dia842_utt7.mp4,joe,['joe'],0.92493486,0.023323365,0.028376948,0.014411885,0.008936574
8438,"Thank you, Dr. Phillips, but Im having my lunch at this table, here in the middle.",Ross,neutral,844,1,4,11,"00:16:36,078","00:16:43,835",train_data/dia844_utt1.mp4,thank dr. phillip im lunch tabl middl,"['thank', 'dr.', 'phillip', 'i\x92m', 'lunch', 'tabl', 'middl']",0.74382657,0.050424293,0.13471104,0.034278117,0.036704466
8454,"Wow, Rhonda.",Ross,surprise,844,17,4,11,"00:18:31,860","00:18:33,569",train_data/dia844_utt17.mp4,wow rhonda,"['wow', 'rhonda']",0.38000548,0.09227092,0.26337835,0.008750157,0.25548553
8463,"And remember, there is no I in team.",Doug,neutral,845,4,3,24,"00:04:08,957","00:04:14,211",train_data/dia845_utt4.mp4,and rememb i team,"['and', 'rememb', '\x91i\x92', 'team']",0.66533005,0.09331884,0.1718174,0.03728273,0.032188457
8464,"Yes, but theres two in martini, soo everybody",Chandler,joy,845,5,3,24,"00:04:14,462","00:04:18,465",train_data/dia845_utt5.mp4,ye there two martini soo everybodi,"['ye', 'there\x92', 'two', 'martini', 'soo', 'everybodi']",0.34670404,0.13954598,0.4712126,0.028867522,0.013581938
8467,"No-no, I heard what you said, funny.",Doug,neutral,845,8,3,24,"0:04:24,889","0:04:26,308",train_data/dia845_utt8.mp4,no-no i heard said funni,"['no-no', 'i', 'heard', 'said', 'funni']",0.8966294,0.0122921355,0.04523063,0.02057291,0.025265135
8468,I like funny.,Doug,joy,845,9,3,24,"0:04:26,308","0:04:28,332",train_data/dia845_utt9.mp4,i like funni,"['i', 'like', 'funni']",0.72607464,0.041725803,0.15645616,0.034245856,0.04145446
8470,Good to have you aboard Bing!,Doug,joy,845,11,3,24,"00:04:31,688","00:04:33,689",train_data/dia845_utt11.mp4,good aboard bing,"['good', 'aboard', 'bing']",0.4255742,0.084345356,0.40285224,0.055144973,0.031993203
8497,Really? That's great!,Ross,joy,849,1,5,18,"00:03:55,610","00:03:57,152",train_data/dia849_utt1.mp4,realli that 's great,"['realli', 'that', ""'s"", 'great']",0.3565716,0.15827079,0.39777824,0.060607024,0.026598193
8511,"Well, youre not gonna believe this, but if you have seven minutes",Chandler,neutral,850,3,7,12,"00:21:34,376","00:21:38,546",train_data/dia850_utt3.mp4,well your gon na believ seven minut,"['well', 'you\x92r', 'gon', 'na', 'believ', 'seven', 'minut']",0.8689058,0.036541566,0.057119478,0.0118642505,0.025559053
8513,Do you wanna?,Chandler,neutral,850,5,7,12,"00:21:41,341","00:21:42,758",train_data/dia850_utt5.mp4,do wan na,"['do', 'wan', 'na']",0.9073148,0.029271586,0.032851752,0.016238892,0.0143134035
8527,Hey listen.. let me give you a little tip.,Joey,neutral,851,12,7,17,"00:05:55,480","00:05:57,314",train_data/dia851_utt12.mp4,hey listen .. let give littl tip,"['hey', 'listen', '..', 'let', 'give', 'littl', 'tip']",0.7616909,0.049266204,0.08849653,0.07911341,0.021363717
8534,"Sounds great! Okay, alright, well where does this go?",Joey,joy,851,18,7,17,"00:06:13,289","00:06:15,874",train_data/dia851_utt18.mp4,sound great okay alright well go,"['sound', 'great', 'okay', 'alright', 'well', 'go']",0.25573888,0.029246233,0.6936764,0.0056206626,0.015669396
8548,"Look, I-Im really sorry I let go of the bike.",Ross,sadness,853,2,7,9,"00:14:33,664","00:14:37,500",train_data/dia853_utt2.mp4,look i-im realli sorri i let go bike,"['look', 'i-i\x92m', 'realli', 'sorri', 'i', 'let', 'go', 'bike']",0.22965507,0.18050677,0.10403029,0.46678054,0.018771362
8549,I couldve been killed I hope you know!,Phoebe,anger,853,3,7,9,"00:14:37,710","00:14:39,752",train_data/dia853_utt3.mp4,i couldv kill i hope know,"['i', 'could\x92v', 'kill', 'i', 'hope', 'know']",0.27242294,0.6415896,0.042063154,0.034098834,0.009711505
8556,What?! Why?!,Phoebe,surprise,853,10,7,9,"00:15:15,539","00:15:17,707",train_data/dia853_utt10.mp4,what whi,"['what', 'whi']",0.31813654,0.23316772,0.15586932,0.05891169,0.23371644
8557,"Because! Because, it-it-its Itd be like you having this guitar  and-and never playing it. Okay, this guitar",Ross,anger,853,11,7,9,"00:15:17,875","00:15:30,553",train_data/dia853_utt11.mp4,becaus becaus it-it-it itd like guitar and-and never play okay guitar,"['becaus', 'becaus', 'it-it-it\x92', 'it\x92d', 'like', 'guitar', 'and-and', 'never', 'play', 'okay', 'guitar']",0.35865197,0.46598992,0.09760834,0.049111854,0.028532248
8567,Everything on your application looks really goodOhh!,Joey,joy,855,0,6,3,"00:11:12,421","00:11:15,173",train_data/dia855_utt0.mp4,everyth applic look realli goodohh,"['everyth', 'applic', 'look', 'realli', 'good\x97ohh']",0.63396823,0.12662987,0.14409256,0.0531323,0.04210046
8583,Right here.,Ross,neutral,857,3,5,1,"00:12:02,304","00:12:03,972",train_data/dia857_utt3.mp4,right,['right'],0.68611705,0.10117179,0.09630994,0.087086186,0.029261813
8594,"Oh-okay, I get the game now.",Phoebe,neutral,858,2,4,13,"00:04:19,467","00:04:21,260",train_data/dia858_utt2.mp4,oh-okay i get game,"['oh-okay', 'i', 'get', 'game']",0.7028841,0.043218512,0.18121462,0.032301918,0.04026862
8598,The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone.,Joey,neutral,858,6,4,13,"00:04:33,481","00:04:41,280",train_data/dia858_utt6.mp4,the rule two actor actual off-stag sexual tension gone,"['the', 'rule', 'two', 'actor', 'actual', 'off-stag', 'sexual', 'tension', 'gone']",0.88231784,0.007396649,0.07505195,0.026919987,0.008301531
8602,Really?,Chandler,surprise,858,10,4,13,"00:04:49,956","00:04:50,998",train_data/dia858_utt10.mp4,realli,['realli'],0.6494889,0.02683211,0.13610592,0.06374105,0.1237031
8603,"Look, you guys have been to every play Ive ever been in, have I ever had chemistry on stage?",Joey,neutral,858,11,4,13,"00:04:51,165","00:04:54,751",train_data/dia858_utt11.mp4,look guy everi play iv ever i ever chemistri stage,"['look', 'guy', 'everi', 'play', 'i\x92v', 'ever', 'i', 'ever', 'chemistri', 'stage']",0.68462795,0.06459074,0.14401735,0.084366225,0.022306452
8630,What?,Monica,surprise,861,4,1,8,"00:04:18,299","00:04:19,424",train_data/dia861_utt4.mp4,what,['what'],0.23255304,0.030539861,0.40607378,0.005222509,0.32555562
8637,Oh God!,Monica,surprise,861,11,1,8,"00:04:34,983","00:04:36,233",train_data/dia861_utt11.mp4,oh god,"['oh', 'god']",0.35357526,0.04181157,0.22876163,0.027525311,0.3481288
8638,The fuzzy little mints at the bottom of her purse.,Monica,neutral,861,12,1,8,"00:04:42,991","00:04:45,158",train_data/dia861_utt12.mp4,the fuzzi littl mint bottom purs,"['the', 'fuzzi', 'littl', 'mint', 'bottom', 'purs']",0.77913177,0.057669833,0.08016622,0.061762698,0.02123212
8644,"Not just restaurants, from our house.",Mr. Geller,neutral,861,18,1,8,"00:04:57,755","00:05:00,799",train_data/dia861_utt18.mp4,not restaur hous,"['not', 'restaur', 'hous']",0.8232304,0.01892399,0.11761686,0.022837155,0.017370747
8666,"Stop saying, ""Blood"" to strangers.",Ross,sadness,865,4,7,11,"00:12:21,699","00:12:24,492",train_data/dia865_utt4.mp4,stop say `` blood '' stranger,"['stop', 'say', '``', 'blood', '``', 'stranger']",0.27325737,0.059903685,0.11359766,0.5396415,0.013349374
8668,"Okay, youre fine.",Monica,neutral,865,6,7,11,"00:12:32,752","00:12:34,127",train_data/dia865_utt6.mp4,okay your fine,"['okay', 'you\x92r', 'fine']",0.78077954,0.026417626,0.14898282,0.026633365,0.017147213
8676,"Really, its fine, whatever you want.",Ross,neutral,866,6,4,23,"00:19:56,195","00:19:59,447",train_data/dia866_utt6.mp4,realli it fine whatev want,"['realli', 'it\x92', 'fine', 'whatev', 'want']",0.7293482,0.036020663,0.16098385,0.037860665,0.03573334
8694,Why?! How?! How is he a genius?,Ross,surprise,869,1,3,12,"0:12:33,169","0:12:37,048",train_data/dia869_utt1.mp4,whi how how geniu,"['whi', 'how', 'how', 'geniu']",0.2246773,0.033457372,0.05854875,0.015479847,0.6677728
8730,I knew I shouldnt have mentioned it! Thats what I wanted to name my kid!,Joey,sadness,871,10,4,18,"00:05:28,494","00:05:32,622",train_data/dia871_utt10.mp4,i knew i shouldnt mention that i want name kid,"['i', 'knew', 'i', 'shouldn\x92t', 'mention', 'that\x92', 'i', 'want', 'name', 'kid']",0.49818817,0.09160356,0.12523949,0.25131047,0.03354011
8735,Nothing! It's an expression.,Mrs. Geller,neutral,872,4,1,2,"0:09:50,798","0:09:52,530",train_data/dia872_utt4.mp4,noth it 's express,"['noth', 'it', ""'s"", 'express']",0.6725969,0.045301102,0.1423196,0.13025849,0.00945008
8762,Wait a minute!,Rachel,anger,874,13,5,13,"0:21:49,242","0:21:51,612",train_data/dia874_utt13.mp4,wait minut,"['wait', 'minut']",0.32754964,0.54805493,0.07948296,0.030211786,0.0145876985
8773,"Excuse me, umm, can I talk to you over here for just a second?",Monica,anger,875,8,5,5,"00:08:01,856","00:08:04,983",train_data/dia875_utt8.mp4,excus umm i talk second,"['excus', 'umm', 'i', 'talk', 'second']",0.30035532,0.530686,0.09253728,0.037965998,0.038263492
8788,Do you have a minute?,Tag,neutral,879,0,7,4,"0:20:51,959","0:20:52,761",train_data/dia879_utt0.mp4,do minut,"['do', 'minut']",0.7179554,0.12225006,0.1146163,0.021248758,0.023910785
8796,I dont think I should say.,Tag,neutral,883,0,7,4,"00:21:20,195","00:21:23,698",train_data/dia883_utt0.mp4,i dont think i say,"['i', 'don\x92t', 'think', 'i', 'say']",0.83850515,0.03214599,0.07271738,0.018373214,0.038228434
8798,Okay.,Tag,neutral,883,2,7,4,"0:21:31,915","0:21:32,625",train_data/dia883_utt2.mp4,okay,['okay'],0.49781018,0.3377278,0.049151663,0.010780326,0.10451187
8836,Hi!,Phoebe,joy,886,9,4,17,"0:13:39,319","0:13:40,006",train_data/dia886_utt9.mp4,hi,['hi'],0.53751886,0.095082425,0.25186577,0.082384504,0.033021
8859,"No, I tired!",Ross,surprise,887,9,6,17,"00:19:47,936","00:19:49,896",train_data/dia887_utt9.mp4,no i tire,"['no', 'i', 'tire']",0.18079934,0.25724968,0.25536993,0.03892864,0.26708534
8861,Thats why Im here.,Ross,anger,887,11,6,17,"0:19:53,125","0:19:54,611",train_data/dia887_utt11.mp4,that im,"['that\x92', 'i\x92m']",0.114139706,0.71801996,0.13967852,0.017055603,0.010827595
8873,One swift kick and hell back off.,Emily,neutral,888,9,4,15,"00:16:42,584","00:16:44,669",train_data/dia888_utt9.mp4,one swift kick hell back,"['one', 'swift', 'kick', 'he\x92ll', 'back']",0.8338402,0.026935246,0.07612331,0.032555975,0.030510254
8894,Ross got married againNooooooo!!!!!!!!!,Rachel,surprise,890,4,6,4,"00:19:28,125","00:19:31,127",train_data/dia890_utt4.mp4,ross got marri againnooooooo,"['ross', 'got', 'marri', 'again\x97nooooooo']",0.34298083,0.10303437,0.10513115,0.025090473,0.42355445
8896,Oh!  Shes growing inside you.,Chandler,neutral,891,1,8,16,"00:02:24,811","00:02:27,354",train_data/dia891_utt1.mp4,oh she grow insid,"['oh', 'she\x92', 'grow', 'insid']",0.7200566,0.047452506,0.17117676,0.029584266,0.031671543
8900,I think thats the youngest girl ever to reject me.,Chandler,joy,891,5,8,16,"0:02:29,858","0:02:33,425",train_data/dia891_utt5.mp4,i think that youngest girl ever reject,"['i', 'think', 'that\x92', 'youngest', 'girl', 'ever', 'reject']",0.23449118,0.039265536,0.63171816,0.03198589,0.062402446
8904,I thought you already have a job.,Joey,neutral,892,2,8,21,"0:03:53,984","0:03:55,152",train_data/dia892_utt2.mp4,i thought alreadi job,"['i', 'thought', 'alreadi', 'job']",0.77154416,0.112024896,0.08347921,0.014746106,0.018164387
8908,Wow! How do you know how to do that?!,Joey,surprise,892,6,8,21,"0:04:08,666","0:04:10,838",train_data/dia892_utt6.mp4,wow how know,"['wow', 'how', 'know']",0.30235592,0.111163534,0.23660864,0.049109194,0.30039656
8918,"The front page? You really do live in your own little world, dont ya?",Chandler,sadness,892,16,8,21,"00:04:42,366","00:04:47,329",train_data/dia892_utt16.mp4,the front page you realli live littl world dont ya,"['the', 'front', 'page', 'you', 'realli', 'live', 'littl', 'world', 'don\x92t', 'ya']",0.23427805,0.047325514,0.13259032,0.54450613,0.041055698
8936,And I swear Ill do a really good job.,Joey,joy,893,14,7,16,"0:05:26,714","0:05:29,434",train_data/dia893_utt14.mp4,and i swear ill realli good job,"['and', 'i', 'swear', 'i\x92ll', 'realli', 'good', 'job']",0.37796047,0.107954524,0.4632747,0.03131248,0.01940988
8943,Of course I do! And Im gonna give it back to you as soon as theyre done with it at the key shining place.,Phoebe,neutral,895,1,8,3,"00:07:37,165","00:07:46,798",train_data/dia895_utt1.mp4,of cours i and im gon na give back soon theyr done key shine place,"['of', 'cours', 'i', 'and', 'i\x92m', 'gon', 'na', 'give', 'back', 'soon', 'they\x92r', 'done', 'key', 'shine', 'place']",0.761065,0.07022022,0.11608973,0.036891755,0.015677271
8994,Oy!,Mischa,neutral,900,15,3,15,"00:05:06,597","00:05:08,098",train_data/dia900_utt15.mp4,oy,['oy'],0.64174145,0.062922314,0.19635041,0.030322313,0.068617746
9025,Pheebs!!,Chandler,joy,902,10,7,14,"00:14:54,602","00:14:55,643",train_data/dia902_utt10.mp4,pheeb,['pheeb'],0.52319264,0.109770544,0.272207,0.03383187,0.060912773
9075,Who are you talking too?,The Smoking Woman,surprise,907,8,5,16,"00:07:01,170","00:07:04,089",train_data/dia907_utt8.mp4,who talk,"['who', 'talk']",0.2739658,0.042674597,0.18887797,0.09775868,0.396432
9086,What? Is it the comet?,Ross,neutral,908,5,7,12,"0:02:34,925","0:02:35,632",train_data/dia908_utt5.mp4,what is comet,"['what', 'is', 'comet']",0.7693846,0.037643857,0.14980026,0.022460962,0.02069042
9087,"No! No-no. Look, theres a bug stuck in tar right here.",Joey,surprise,908,6,7,12,"00:02:36,156","00:02:39,867",train_data/dia908_utt6.mp4,no no-no look there bug stuck tar right,"['no', 'no-no', 'look', 'there\x92', 'bug', 'stuck', 'tar', 'right']",0.3348321,0.10090672,0.13171075,0.07582443,0.35653436
9091,Right-right up here.,Joey,neutral,908,10,7,12,"00:03:01,890","00:03:03,765",train_data/dia908_utt10.mp4,right-right,['right-right'],0.78895146,0.14612354,0.038255397,0.014500244,0.012156607
9102,Uh-huh.,Phoebe,neutral,909,4,8,10,"0:15:36,571","0:15:37,043",train_data/dia909_utt4.mp4,uh-huh,['uh-huh'],0.44637147,0.082555816,0.25787783,0.12208128,0.0908721
9108,Hi.. how was the game?,Monica,neutral,910,0,1,3,"00:10:57,198","00:10:58,365",train_data/dia910_utt0.mp4,hi .. game,"['hi', '..', 'game']",0.78292,0.036725055,0.13034172,0.036650974,0.013328115
9122,I personally could have a gallon of Alan.,Chandler,joy,910,14,1,3,"00:11:49,166","00:11:51,376",train_data/dia910_utt14.mp4,i person could gallon alan,"['i', 'person', 'could', 'gallon', 'alan']",0.27727064,0.07997485,0.573389,0.043955807,0.025285827
9123,"Well I had a great time! Learned how to bake, ate great food, thats the first A Ive gotten since seventh grade,",Joey,joy,911,0,8,21,"00:21:14,524","00:21:26,828",train_data/dia911_utt0.mp4,well i great time learn bake ate great food that first a iv gotten sinc seventh grade,"['well', 'i', 'great', 'time', 'learn', 'bake', 'ate', 'great', 'food', 'that\x92', 'first', 'a', 'i\x92v', 'gotten', 'sinc', 'seventh', 'grade']",0.34822685,0.08150178,0.48404446,0.045611385,0.040503345
9125,What the hell!,Joey,surprise,911,2,8,21,"0:21:28,830","0:21:29,882",train_data/dia911_utt2.mp4,what hell,"['what', 'hell']",0.48658738,0.10669256,0.24333864,0.062121164,0.10111302
9152,"Hey, Rach. How was it with your friends?  Okay! How would you like some Tiki Death Punch?",Monica,joy,914,0,1,4,"00:08:33,471","00:08:43,021",train_data/dia914_utt0.mp4,hey rach how friend okay how would like tiki death punch,"['hey', 'rach', 'how', 'friend', 'okay', 'how', 'would', 'like', 'tiki', 'death', 'punch']",0.27456662,0.056771576,0.6001195,0.04250692,0.025937624
